Book Title,Author,Highlight,Location
Arctic Dreams,Barry H. Lopez,Oodaaq,
Arctic Dreams,Barry H. Lopez,Garry Lake,
Arctic Dreams,Barry H. Lopez,Willem Barents,
Arctic Dreams,Barry H. Lopez,Novaya Zemlya.,
Arctic Dreams,Barry H. Lopez,“The light is sweet; and it is delightful for the eyes to see the sun.,
Arctic Dreams,Barry H. Lopez,but with an intricacy of rhythmic response to extreme ranges of light and temperature.,
Arctic Dreams,Barry H. Lopez,"With the seasonal movement of large numbers of migratory animals. And with their adaptation to violent, but natural, fluctuations in their population levels.",
Arctic Dreams,Barry H. Lopez,(saprophages),
Arctic Dreams,Barry H. Lopez,(saprophytes),
Arctic Dreams,Barry H. Lopez,"springtails,",
Arctic Dreams,Barry H. Lopez,podzols,
Arctic Dreams,Barry H. Lopez,"carrion beetle,",
Arctic Dreams,Barry H. Lopez,Precambrian Shield,
Arctic Dreams,Barry H. Lopez,Mackenzie River Valley,
Arctic Dreams,Barry H. Lopez,Brooks Range,
Arctic Dreams,Barry H. Lopez,Kobuk River to Norton Sound.,
Arctic Dreams,Barry H. Lopez,Mojave Desert;,
Arctic Dreams,Barry H. Lopez,(glycoproteins),
Arctic Dreams,Barry H. Lopez,saxifrages,
Arctic Dreams,Barry H. Lopez,Wrangel Island,
Arctic Dreams,Barry H. Lopez,"Biologists, for these mostly climatological reasons, characterize arctic ecosystems as “stressed” or “accident-prone,” underscoring the difference between them and temperate and tropical ecosystems.",
Arctic Dreams,Barry H. Lopez,collared lemming,
Arctic Dreams,Barry H. Lopez,subnivean,
Arctic Dreams,Barry H. Lopez,jaegers,
Arctic Dreams,Barry H. Lopez,"In some places, every three or four years, however, the lemming population explodes. Lemmings emerge from their subnivean haunts in extraordinary numbers and strike out—blindly is the guess—across the tundra.",
Arctic Dreams,Barry H. Lopez,"Laurence Irving,",
Arctic Dreams,Barry H. Lopez,"The ecosystem itself is only 10,000 years old, the time since the retreat of the Wisconsin ice. The fact that it is the youngest ecosystem on earth gives it a certain freshness and urgency. (Curiously, historians refer to these same ten millennia as the time of civilized man, from his humble beginnings in northern Mesopotamia to the present. Arctic ecosystems and civilized man belong, therefore, to the same, short epoch, the Holocene. Mankind is, in fact, even older than the Arctic, if you consider his history to have begun with the emergence of Cro-Magnon people in Europe 40,000 years ago.)",
Arctic Dreams,Barry H. Lopez,it would be the frailty of our wisdom that would confound me.,
Arctic Dreams,Barry H. Lopez,"Because mankind can circumvent evolutionary law, it is incumbent upon him, say evolutionary biologists, to develop another law to abide by if he wishes to survive, to not outstrip his food base. He must learn restraint.",
Arctic Dreams,Barry H. Lopez,"Eskimos, who sometimes see themselves as still not quite separate from the animal world, regard us as a kind of people whose separation may have become too complete. They call us, with a mixture of incredulity and apprehension, “the people who change nature.",
Arctic Dreams,Barry H. Lopez,"Wilfred Thesiger,",
Arctic Dreams,Barry H. Lopez,"“I was happy in the company of these men who had chosen to come with me. I felt affection for them personally and sympathy with their way of life. But though the easy quality of our relationship satisfied me, I did not delude myself that I could be one of them. They were Bedu and I was not; they were Muslims and I was a Christian. Nevertheless I was their companion and an inviolable bond united us.",
Arctic Dreams,Barry H. Lopez,"Schweitzer,",
Arctic Dreams,Barry H. Lopez,"Have we come all this way, I wondered, only to be dismantled by our own technologies, to be betrayed by political connivance or the impersonal avarice of a corporation?",
Arctic Dreams,Barry H. Lopez,The kind of wind nineteenth-century sailors called “inclinable to calm.,
Arctic Dreams,Barry H. Lopez,"qamutiik,",
Arctic Dreams,Barry H. Lopez,cinquefoil,
Arctic Dreams,Barry H. Lopez,"Thomsen River Valley,",
Arctic Dreams,Barry H. Lopez,Banks Island,
Arctic Dreams,Barry H. Lopez,seepage meadows,
Arctic Dreams,Barry H. Lopez,Baker Creek,
Arctic Dreams,Barry H. Lopez,gambols,
Arctic Dreams,Barry H. Lopez,"sorrel,",
Arctic Dreams,Barry H. Lopez,"lousewort,",
Arctic Dreams,Barry H. Lopez,"tussock,",
Arctic Dreams,Barry H. Lopez,"The hare, as intent as if someone had whistled, has found me and fixed me with his stare. In that moment I feel the earth bent like a bow and sense the volume of space between us, as though the hare, the owl, and I stood on a dry",
Arctic Dreams,Barry H. Lopez,"muskoxen. The archaeologists call it a “death assemblage.” There are also rings of river stones there, which once anchored caribou-skin tents against wind and rain; and the remnants of meat caches built of shale and ironstone slabs, and of charcoal fires of willow twigs and arctic white",
Arctic Dreams,Barry H. Lopez,"Where the eighteenth-century traveler saw deserts there had once been lush grasslands, and great herds of browsers and grazers and their attendant predators and scavengers.",
Arctic Dreams,Barry H. Lopez,"the great auk,",
Arctic Dreams,Barry H. Lopez,"Eskimo curlew,",
Arctic Dreams,Barry H. Lopez,"the sea mink,",
Arctic Dreams,Barry H. Lopez,"the Labrador duck,",
Arctic Dreams,Barry H. Lopez,"cormorant,",
Arctic Dreams,Barry H. Lopez,Steller’s sea cow.,
Arctic Dreams,Barry H. Lopez,"The cold view to take of our future is that we are therefore headed for extinction in a universe of impersonal chemical, physical, and biological laws. A more productive, certainly more engaging view, is that we have the intelligence to grasp what is happening, the composure not to be intimidated by its complexity, and the courage to take steps that may bear no fruit in our lifetimes.",
Love Letter to the Earth,Thich Nhat Hanh,Lotus Sutra,
Love Letter to the Earth,Thich Nhat Hanh,Kshitigarbha.,
Love Letter to the Earth,Thich Nhat Hanh,"prisons, to war zones, and to the hell realms.",
Love Letter to the Earth,Thich Nhat Hanh,"When we contemplate the whole globe as one great dewdrop, striped and dotted with continents and islands, flying through space with other stars all singing and shining together as one, the whole universe appears as an infinite storm of beauty.",
Love Letter to the Earth,Thich Nhat Hanh,There is no difference between concern for the planet and concern for ourselves and our own well-being. There is no difference between healing the planet and healing ourselves.,
Love Letter to the Earth,Thich Nhat Hanh,Sangha,
Love Letter to the Earth,Thich Nhat Hanh,Zucotti Park,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,Michael Skelly,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"“crowbar hole . . . designed to check on the weather. You shove a crowbar through the hole: if it bends, the wind velocity outside is normal; if the bar breaks off, ‘it is better to stay in the house.’ ”",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,Carroll Beaman,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,Jay Lobit’s,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Grand Coulee Dam,",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,Electric Reliability Council of Texas.,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,Bob Allen,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,Joseph E. Hinds.,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Samuel Insull,",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"“Smoke is the incense burning on the altars of industry. It is beautiful to me,” coal merchant W. P. Rend said at a speech at the Union League. “It shows that men are changing the merely potential forces of nature into articles of comfort for humanity.” With the advent of long-distance lines, Chicago Edison could relocate power plants and their sooty emissions far from downtown.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Michael G. Morris,",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"McAfee Knob,",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,Donald Perry.,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"José María Figueres,",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Perry recalled that they couldn’t get the necessary permits, so they went ahead and built the road anyway, gambling that the government wouldn’t be too upset.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,Salvador Mayorga.,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Colonel Manuel Salvatierra,",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Michael Zilkha,",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"It offered a tax credit for electrical production capacity. To get the tax credit, you had to install a wind turbine that could produce power. Later tax policy emphasized actual electrical generation, sensibly requiring the wind machines to do the job they were intended to do.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Able to speed up and slow down with the wind made the turbines more durable, so they didn’t break down as often.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"(A kilowatt hour is roughly equivalent to running a vacuum for an hour, or playing a PlayStation or Xbox for five hours.)",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,Governor George W. Bush liked the idea of a competitive market and was willing to go along with the renewable energy requirement.,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"“I was in a business that some called an unholy marriage of hippies and accountants,” he recalled later. “But we believed in the promise that maybe this technology would get better, that maybe the country would start taking clean energy a little bit more seriously, and we happened to start doing it at a time when the wind industry really took off.”",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,Michael Zilkha,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Cristina Monet,",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,George Hardie,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,Thomas Edison had brought online the first coal-fired power plant.,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"He had a sinking feeling that the people at the conference were there to save the planet, not make money.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Skelly had found a good windy spot, but there was a problem with the wires. It was his first up-front view of the balkanized world of utilities and power lines, and how complicated developing renewables could be.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,Charles Brush,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Con Ed grew out of Edison’s original coal-burning plant at 255 Pearl Street. It was located on the northern edge of Manhattan’s financial district, where today the hulking skyscrapers that house global financial firms begin to thin out. The Pearl Street coal plant has vanished without a trace or even a historical marker secured to a wall. A parking lot filled with Wall Street bankers’ cars is all that remains.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"“I’m kind of a freak, see. I want things to work forever. I built my plants to last a lifetime,”",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,“percent wave-shape distortion.”,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,Responsible groups should have the ability to generate their own power and sell what they didn’t use back to the grid.,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Ted Finch’s 2-kilowatt wind turbine had started a momentous change. The law now allowed independent power companies to generate power and sell it on the bulk power markets. Several years later, Skelly and Zilkha Renewable would take advantage of these new rules to put more wind power on the grid.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Frederick William Insull,",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"And without AEP as a buyer, there would be no turbines atop the Slick Hills.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"In these pre–Great Recession days, Goldman was doing quite well and had a large appetite for tax credits to offset their billion-dollar profits.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Every few years, Congress would let the tax subsidy lapse and then reinstate it later.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"“If the number of vacation homes in that town were high, there was going to be a high level of opposition there,” he says. “If it was low, there would be low opposition. That was true town to town across upstate New York.”",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Gabriel Alonso,",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Christina Romer,",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Carol Browner,",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"They had authority to condemn property, if needed, to route these lines. And the companies didn’t risk their money. The state utility commissions guaranteed them a return on the billions of dollars they invested.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"There are two situations where DC lines make more sense than the more common AC lines. DC lines can go underwater; after a few miles underwater, AC lines become unreliable. And over long distances, DC lines lose less power. So if you want to move bulk power over a few hundred miles, direct current is the way to go.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,sclerotic,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"They are not rewarded for taking risks, he said. “They work within a regulatory environment that doesn’t reward them for extraordinary performance but punishes them for mistakes,” he said. “And they are not exposed to competition. So therefore they don’t have a need to embrace new ideas.”",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"The accumulated weight of fifty years of coal detritus slid sideways, destroying a set of cells and dikes, and sending a forty-seven-foot-tall wave of coal ash smashing toward the Tennessee River. It was the worst industrial spill in the history of the United States, a record that would stand for only sixteen months until the Deepwater Horizon oil spill in the Gulf of Mexico.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Coal was inexpensive to buy and burn, but there was an unpaid, overdue bill that had come due.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,Lamar Alexander,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Thomas Edison was right, he believed. We need more high-voltage direct current lines. He had lost that fight with George Westinghouse a century earlier.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"There really is no national grid—or federal grid oversight. The contiguous United States might as well be forty-eight different grids, each overseen by an individual state and state officials, looking to protect their local interests.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Without eminent domain, the power lines might end up looking like lightning bolts that zigzag across the land, inefficient and possibly prohibitively expensive.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"All Skelly needed the Department of Energy to do was follow its own rules. Except there were no rules. That a private, merchant company would try to build a transmission line was unprecedented. This realization dawned on Skelly in waves.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,piker.,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,Andrei Mikhailovich Nekrasov,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"The Sierra Club has been a longtime opponent of long-distance transmission lines because, in the 1970s and 1980s, they were built to create new markets for coal.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,A local political scientist professor named Paul Wellstone called it “America’s Energy War.”,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,deprive it of precious momentum.,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Initially, Clean Line had decided not to put it there for a good reason: Skelly and others worried it would upset the powerful Arkansas utilities. “If you made the utilities mad, they would make your life hell,” Jimmy Glotfelty explained. It was a damned-if-you-do, damned-if-you-don’t situation. Provide power to Arkansas and upset the established utility companies. Don’t provide power, and upset the politicians.",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,Clean Line had gone out and spent tens of millions of dollars. Now Congress wanted to change the rules at the eleventh hour? It was creating an unstable environment to make investment.,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,This deal marked the beginning of the end for the company Skelly had helped build. It would be stripped for parts like a car in a junkyard.,
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"W. S. Murray,",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Alexander “Sandy” MacDonald,",
Superpower: One Man's Quest to Transform American Energy,Russell Gold,"The output of these simulations was promising. By 2030, the United States could cut its carbon dioxide emissions by 80 percent, using only existing technologies. And the cost of power wouldn’t rise. It would be cheaper. It didn’t rely on some hoped-for storage breakthrough. All it required was building a network of Plains & Eastern–like lines.",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,Paul Hawken,
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,Eunice Foote (1856) and John Tyndall (1859),
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"Canada, Finland, and four other countries have banned coal, and more are preparing to.",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"Jeremy Leggett’s words, squarely in the middle of the greatest energy transition in history.",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,The earliest recorded windmills were created around 500 to 900 AD in Persia.,
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"The International Monetary Fund estimates that the fossil fuel industry received more than $5.3 trillion in direct and indirect subsidies in 2015; that is $10 million a minute, or about 6.5 percent of global GDP.",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"(This accounting does not include the cost of fossil fuels with respect to air quality, health, pollution, damage to the environment, and global warming.)",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"Wind power uses 98 to 99 percent less water than fossil fuel–generated electricity. Coal, gas, and nuclear power require massive amounts of water for cooling, withdrawing more water than agriculture—22 trillion to 62 trillion gallons per year.",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"An increase in onshore wind from 2.9 percent of world electricity use to 21.6 percent by 2050 could reduce emissions by 84.6 gigatons of carbon dioxide. For offshore wind, growing from .1 percent to 4 percent could avoid 14.1 gigatons of emissions. At a combined cost of $1.8 trillion, wind turbines can deliver net savings of $7.7 trillion over three decades of operation. These are conservative estimates, however. Costs are falling annually and new technological improvements are already being installed, increasing capacity to generate more electricity at the same or lower cost.",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"potassium, thorium, and uranium",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"When their entire life cycle is taken into account, solar farms curtail 94 percent of the carbon emissions that coal plants emit and completely eliminate emissions of sulfur and nitrous oxides, mercury, and particulates.",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,their efficacy in translating sunlight into electricity (known as efficiency rating) is higher.,
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,Charles Fritts,
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"In Bangladesh, population 157 million, more than 3.6 million home solar systems have been installed. Fully 16 percent of Australian homes have them.",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"they produce energy at the site of consumption, avoiding the inevitable losses of grid transmission.",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"Amory Lovins,",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,Alexander von Humboldt.,
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"Chimborazo,",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,Humboldt realized that nature is intricately interconnected in ways that surpass human knowledge.,
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"This had caused a considerable desiccation of the marshy plains which would continue to increase, Humboldt concluded.",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,Alessandro Volta,
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"Lake Maggiore,",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"As suffragist Susan B. Anthony said in 1896, “Let me tell you what I think of bicycling. I think it has done more to emancipate women than anything else in the world.”",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,Mark Hertsgaard’s,
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"Curitiba, Brazil,",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,Jaime Lerner,
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"“If you want creativity, cut one zero from the budget. If you want sustainability, cut two zeros!”)",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"To use technical parlance, it is all about modal shift.",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"With fewer people in cars, fewer accidents and fatalities take place; drivers, riders, and pedestrians are safer.",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"Because public transportation is spatially leaner than car-centric systems (think of the parking spaces alone), it preserves more of a city’s land for other and higher uses—green space, housing, places of business—and more economic activity. Overall, air pollution drops. Buses have historically been powered by polluting diesel engines; newer buses are cleaner, with some fueled by electricity or natural gas instead.",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"Beyond appealing to passengers, mass transit relies on overall urban design.",
Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken and Tom Steyer,"Every refrigerator, supermarket case, and air conditioner contains chemical refrigerants that absorb and release heat, making it possible to chill food and keep buildings and vehicles cool. Refrigerants, specifically chlorofluorocarbons (CFCs) and hydrochlorofluorocarbons (HCFCs), were once key culprits in depleting the stratospheric ozone layer, which is essential for absorbing the sun’s ultraviolet radiation. Thanks to the 1987 Montreal Protocol on Substances That Deplete the Ozone Layer, CFCs and HCFCs have been phased out of use (along with the ozone-depleting chemicals that used to be standard fare in aerosol cans and dry cleaning). It took two short years from discovery of the gaping hole over the Antarctic for the global community to adopt a legally mandated course of action. Now, three decades later, the ozone layer is beginning to heal.",
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,"The belief that you have no illusions – least attractive, least fruitful of illusions?",
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,going backward.,
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,Always the same old argument. To resolve it would be devastating.,
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,Who worries that he will have regrets will regret having worried.,
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,Decisions: little murders that keep us alive.,
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,Just because you think you can’t change the world is not a reason to try any less.,
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,"Everything that happens is lost. Even what is recalled is lost in the recalling. Nonetheless, things go on happening.",
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,"If I can’t fly, then let me fall as freely as rain.",
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,"Ordinary life is like a bad novel: clichés everywhere, and no real character development.",
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,What are my fragments? Parachutes that open as I fall through the night.,
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,The only power you have over other people is the ability to do without them.,
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,People plan elaborate weddings to make a change of heart all but impossible.,
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,Impossible not to wonder what Hitler’s mother listened to while she was pregnant.,
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,Thief blames the open window.,
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,Resembles the dog on the brink of an idea.,
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,Only when the phone rings past midnight does he remember what he owes the world.,
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,"What frightened him was that there might be no mystery – only cash registers, politicians and the horizon.",
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,Lobotomy: On most people the scars don’t show.,
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,To,
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,"Who do we think we are, to have so little self-acceptance?",
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,It’s human to hope one day to have the leisure money offers to place spiritual values higher than material.,
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,"Mixed motives need not discredit each other. When one rich person marries someone equally rich, only a purist would object that economic objectives had been tainted by any actual love.",
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,"Might not children be our greatest alibi? For timidity, for compromise, the childless have only themselves to blame.",
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,"“at night all cats are gray,”",
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,“sooner murder an infant in its cradle than nurse unacted desires”,
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,Sooner do nothing Than waste time.,
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,It’s hard to think clearly in someone’s arms.,
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,"Wrong, to assume hypocrites are without regret.",
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,“People out for posthumous fame forget that the Generations To Come will be the same annoying people they know now”,
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,"She lets me speak to her elbow, but not her clavicle.",
"Short Flights: Thirty-Two Modern Writers Share Aphorisms of Insight, Inspiration, and Wit",James Lough and Alex Stein,Unkempt sparrow song will thrive long after the last library crumbles.,
A Thousand Beginnings and Endings: A Must-Read Young Adult Anthology of Asian Folklore and Mythology,"Ellen Oh, Elsie Chapman, Renée Ahdieh, Sona Charaipotra, Preeti Chhibber, Roshani Chokshi, Aliette de Bodard, Julie Kagawa, Melissa de la Cruz, Rahul Kanakia, Lori M. Lee, E. C. Myers, Cindy Pon, Aisha Saeed, Shveta Thakrar, and Alyssa Wong","They were beautiful for their fragility, disappearing as fast as a bloom of ice beneath sunlight. And made more beautiful by the fact that they were always changing.",
The Wizard and the Prophet: Two Remarkable Scientists and Their Dueling Visions to Shape Tomorrow's World,Charles C. Mann,drafts,
The Wizard and the Prophet: Two Remarkable Scientists and Their Dueling Visions to Shape Tomorrow's World,Charles C. Mann,government’s failure,
The Wizard and the Prophet: Two Remarkable Scientists and Their Dueling Visions to Shape Tomorrow's World,Charles C. Mann,"magazine, contributing poems and stories. He won",
The Wizard and the Prophet: Two Remarkable Scientists and Their Dueling Visions to Shape Tomorrow's World,Charles C. Mann,"precursor to today’s University of California at Los Angeles. Her interest in drama grew after she transferred to the University of California at Berkeley. Petite and vivacious, clever and adaptable, she won the lead in the Berkeley Parthenaia within weeks of her",
The Wizard and the Prophet: Two Remarkable Scientists and Their Dueling Visions to Shape Tomorrow's World,Charles C. Mann,"awry,",
The Wizard and the Prophet: Two Remarkable Scientists and Their Dueling Visions to Shape Tomorrow's World,Charles C. Mann,"Crestfallen,",
The Wizard and the Prophet: Two Remarkable Scientists and Their Dueling Visions to Shape Tomorrow's World,Charles C. Mann,university had just launched,
The Wizard and the Prophet: Two Remarkable Scientists and Their Dueling Visions to Shape Tomorrow's World,Charles C. Mann,forestry,
